,channel,text,datetime,label
102,good kpi,"на этом предмете вся ваша боль на 4 семестре закончится, так как будет куча других предметов которые невероятно легко закрыть - web ( весьма полезная штука так как познакомят с основами html, css, js но учите самостоятельно, так как преподша почти ничего не шарит), кузьминых ( не помни как предмет называется ), будет вести вам всякие алго",2019-07-27 12:12:19+03:00,1
103,bad kpi,"#фмф 
хотелось бы сказать пару слов об этом лицее кпишном, который на 4 этаже семёрки находится. казалось бы, что такого может там происходить, но эти чудовища это просто нечто, то они занимают своими тушами весь коридор, так что и студентам и преподам приходиться протискиваться на пару параллельно выслушивая потоки мата от будущих светлейших умов страны, так они ещё догадываются подрубать музыку на колонке, бегать по не слишком широкому коридору, между парами выходя из аудитории издавать боевой клич каких-то неведомых животных на весь коридор. причём это все бесит и студентов и преподов, а администрация и те, кто их там учит никак видимо влиять не хотят. так было все время, пока я тут учусь, но сегодня произошёл вообще из ряда вон случай. привёл к нам значит препод на пару математика из казахстана(весьма крутой дядька), так вот, стоит он, рассказывает интересные штуки, а тут этих обезьян раньше отпустили с пары и в коридоре послышался просто нечеловеческий крик и топот слонов(причём продолжалась эта вакханалия ровно до того момента, пока наш препод не вышел сделать замечание). искренне удивление на лице гостя не передать словами. лучший технический отлично себя зарекомендовал.",2019-03-22 18:22:24+02:00,-1
104,good kpi,"ритмы, но паль сдать очень легко, а ещё если поговорить с ним про обаму, мировую экономику, еврейский заговор и пр. то он даже не будет смотреть что там. 
отдельно хочу отметить гуржия. кажется это единственный профессор который преподает у нас. соответственно и качество преподавание очень высокое. предмет сложный, но интересный и александр андреевич очень понятно и хорошо объясняет. плюс сам по себе очень приятный человек, с которым можно без проблем пошутить и поговорить про жизнь. также будет помогать вам с курсовой работой. 
3 курс 5 семестр
у вас основными предметами будут трансляторы ( спрятаны под названием л-сапр), невероятно сложный предмет, но стативка никого не выгонит и на комиссии точно закроет, даже если не сдал почти ничего, впрочем сдать намного проще чем сделать. если хоть немного выкупаешь то можешь сдать паль, но предмет этот будет и на 6 семестре с курсачем. вам предстоит сделать собственный транслятор. 
 а также самым сложным предметом будет компьютерные сети , где вы будете делать лабы cisco. преподавать будет скорее всего максименко, один из самых требовательных преподавателей, но объясняет он очень хорошо и к тому же регулярно проводит консультации. советую не пропускать его пары ибо узнаете что такое боль в конце семестра. при сдачи лаб не говорите много и не по теме, он такое не любит и скорее всего сразу пошлет вас. 
также у вас будет вести антонов к-сапр ( должен был быть типо автокад ) - совершенно неадекватен. в автокаде вы максимум поработаете 1 раз - включите программу. остальное время вы будете проходить всякие безумные тесты на личность, сексуальную совместимость, слушать презентации про формулы счастья, энергетических вампиров и его невероятные изобретения и инновации. возможно он даже попытается затянуть вас в один из своих инновационных проектов - лучше не соглашайтесь. предмет закрыть весьма просто, поэтому можно туда ходить как в цирк или на камеди клаб и отдыхать. 
в 6 семестре у вас опять будут трансляторы и компьютерные сети. также у вас должны быть нейронные сети и машинное обучение, но этого не будет, так как препод придет всего 1 раз за весь семестр - на экзамен. 
ещё у вас будет .net и c#, тому кто изначально пойдет по этому направлению будет интересно , так как крамар отлично объясняет предмет в лурковской манере , что ещё и очень забавно и весело. очень приятный человек и закрыть предмет очень просто, достаточно хоть что-то сдать. 
ещё у вас будет предмет со всякими scram, agile, unit-tests, git и пр. вроде полезными мелочами, однако преподавать его будут ужасно. преподаватель, несмотря на свой ещё молодой возраст ( лет 45 ), буквально спит на ходу, растягивает фразы , пару раз уснул на лекции, вечно опаздывает, и всем своим видом показывает насколько ему все равно. лабы он принимает по 20 минут каждую, при этом вечно опаздывает. соответственно в конце семестра будет куча людей у которых ничего не сдано. в зависимости от своего настроения он закроет на комиссии или же попытается выгнать вас ( спойлер выгнать у него так и не вышло, так как мы доставали декана и замкафедры.)

вообще если вам выгнали с комиссии советую не идти в общагу паковать вещи, а походить к декану , сидоренко, ковалю и др. и пытаться договорится. есть шанс что вас все таки оставят на бюджете.",2019-07-27 12:12:46+03:00,1
105,bad kpi,"да, по поводу лицея
многие преподаватели, которые действительно стали замечать, что школьники срывают пары, ибо шумят на коридорах. толпами стоят, и, казалось бы, когда идёт уже в возрасте препод, или даже молодые, должны пропустить/раздвинуться, но хер там, извините. ведут себя как хамло. 
в общем, к чему это я. преподы кафедрам, деканату жалуются. но что они, главное - это студенты. только своими силами, силами студентов, мы можем этому посодействовать. нужно идти в деканат и действовать, жаловаться, писать заявления, авось сработает. 
потому что это универ - взрослые, серьезные, уставшие студенты. 

#фмф, 2 курс",2019-03-22 20:17:40+02:00,-1
106,good kpi,"ребята знают толк в чиле 
#поляна",2019-08-13 18:08:33+03:00,0
107,bad kpi,"проблема с лицеем не будет устранена, ибо подразделения лицея (своими силами или с  материальной помощью родителей) сделали ремонт в аудиториях, которые они окупировали.  и потому, что дети учатся в этих аудиториях, их попросту нельзя выгнать. но выгнать смогли студентов, что учились в этиъ аудиториях. теперь они учатся максимум 2 раза в неделю на этаже своих кафедр. 
винить лицеистов в беспорядке -- ну сложно, ибо это просто школьники. но просто если они уйдут, больше смущает вопрос, что будет с аудиториями? их они с собой унесут что ли?",2019-03-22 20:23:21+02:00,-1
108,good kpi,привезли ещё один зонт и стулья для поликлиники,2019-08-28 08:37:16+03:00,1
109,bad kpi,"про лицей . я как человек который там учился рекомендую пойти пожаловаться на третий этаж , там у них зауч . это вполне должно решить проблему . и круто звучит "" оккупировали "" лицей платит администрации деньги за аренду ,и имеет право заниматься в тех аудиториях которые они занимают . размещение лицея в университете это мировая практика и не вижу ничего такого . но то что я вижу и слышу о учениках сейчас не радует .нужно жаловаться . зауч и директор быстро их успокоят",2019-03-22 20:43:06+02:00,0
110,good kpi,"эссе на тему «мои впечатления как первокурсницы»
так ну что вам сказать...
общага: я готовилась к худшему это точно. с потолка тараканы не падают и хорошо. все такие добрые отзывчивые всё расскажут покажут)) бывает конечно, что подкидышем назовут... но это такое. в принципе и не обидно, а мило даже.
пары: на моей изи специальности - изи пары. пока что встретилась с преподавательницей панченко и туляковой. 
панченко классная женщина норм пары только как сказала моя одногрупница «хотелось ускорение на 1.5 поставить». но опять же. чем это большой минус? лапочка!
тулякова.....ну вот интересная женщина даааа. мне кажется она такой типичный препод рисования в младшей школе и больше ничего не кажется. а вот тест на 68 вопросов убил мое чсв. так ты сидишь со всякими сертификатами от кембриджа, призовыми местами на олимпиадах, а тест во***нючий пишешь на -77684894/68 =)))) 
жизнь as kpi studen’: вообще в кпи такая движуха постоянно что офигеть. быть частью этого конечно очень интересно. по крайней мере сейчас интересно. пугает только перспектива стать постоянным гостем поляны........сори, имхо. а так бы не слиться и додержать этот п0зитивный и креативный настрой до конца года^^

#фсп, 20 общага",2019-09-03 07:51:27+03:00,1
111,bad kpi,"#фмф 
эти школьники явно забывают, что находятся в учебном заведении, не говоря уже о том, что оно высшее. бегать по коридору гогоча, сбивать с ног студентов, срывать учебный процесс и не всегда реагировать на просьбы утихомириться от наших преподавателей - нужно иметь ума палату. очень надеюсь, что их таки возможно выселить с 4 этажа, ведь нас, студентов, смогли же переместить в каморки на 8. 
ах да, двери у боковых лестницах на этажи не всегда открыты (лифты так и не работают), поэтому будьте готовы к тому, что поднявшись на 1 пару (!) на 8 вам придется спускаться ниже, к примеру на 5-ый этаж, чтоб пойти на другую лестницу((",2019-03-22 20:45:13+02:00,-1
112,good kpi,"якщо чесно то перші враження дуже хороші, хоча є деякі незначні недоліки.

спочатку про хороше:

на пари поки не скаржусь, ніби все як має бути, хоча не очікував того що на лекції програмування не потрібно писати конспект, бо лекції на сайті викладаються. вчителі поки що ніби хороші(за виключенням сергієнка. він якийсь дивний). дуже сподобалось, що тут цілий комьюніті в телеграмі. купа міні фендомів, купа інформаційних каналів, купа різних заходів. реально відчувається ніби я частина чогось великого. хоча це не зовсім те як я змальовував собі будь-який університет в цілому. багато цікавих людей.

тепер про погане(тут не багато, і по дрібницям):

дуже не подобаються стільці та парти у різних аудиторіях. особливо в 301 та 302. там багато з них в дуже поганому стані, і так як я не зовсім легкий, то я просто напросто  боюсь на них сидіти щоб не зламати. не кажучи про дискомфорт який ці стільці завдають. самі парти дуже маленькі. дуже мало місця щоб писати. я сам звісно не бачив, але судячи з постів на інших каналах, то можна зробити висновок, що гуртожиток в жахливому стані. могло бути і гірше звісно, але це ж все-таки один з найкращих університетів країни.

незважаючи не дрібні недоліки, загалом склалося гарне враження про кпі.",2019-09-03 17:51:42+03:00,1
113,bad kpi,"два года назад лицей был только на третьем и пятом этаже, отдельно от студентов. но никогда не замечал что б они отличались от студентов. среди студентов есть такие же орущие",2019-03-22 20:46:02+02:00,0
114,good kpi,турникеты в семерке опущены. свободный вход-выход. эффективно однако,2019-09-04 10:07:06+03:00,0
115,bad kpi,"на счёт переселения лицея. совсем недавно лицей, по факту, переселили на четвёртый этаж. до этого большая часть учебного процесса была на пятом и третьем этажах. а почти три года назад мы ходили по разным корпусам. 
вопрос поведения у школьников стоит всегда. неужто проще убрать, переселить, чем решить более полезно?",2019-03-22 20:48:21+02:00,0
116,good kpi,в 18 тоже опущены. первая неделя пока контрактникам не дали студаки,2019-09-04 10:13:26+03:00,0
117,bad kpi,"глянув на студентов которые бухают и орут на поляне то школьники ещё кажутся нормальными людьми . и те кто уже во всю кричит что взрослые и не понимает как так можно ещё в сентябре ,простите что так грубо , рыгали и на ногах стоят не могли из-за количества выпитого",2019-03-22 21:09:40+02:00,-1
118,good kpi,попугай сорвал пару. бф 1к,2019-09-05 11:46:03+03:00,0
119,bad kpi,"готую пост про ситуацію із гребньовим. текст зараз на вичитці, зараз дуже прошу всіх кому пише цей викладач одразу блокувати його в телеграмі, інших месенджерах і соціальних мережах та не спілкуватись із ним. не давайте йому можливість тиснути на вас, кожне ваше повідомлення може скрінитись і потім він може намагатись використати це проти вас. адміністрація кпі та фмм, а також представники студентства займаються цим питанням, для студентів нашого факультету зараз головне просто чекати та не підставляти себе.",2019-03-22 21:10:39+02:00,-1
120,good kpi,сделали переход возле поляны,2019-09-10 08:51:20+03:00,1
121,bad kpi,"#мми
преподаватель петрик владислав олександрович
ведёт практику по сопромату, то ли практику то ли курсовую по тмм и неизвестно что еще. конкретно по сопромату:
1)сопромат петрика - специфическая дисциплина, местами совпадающая* с программой ""сопромата здорового человека"";
2)пара проводится, в основном, путём начитки решения задачи, скомпонованой на основе задачи из методички путём удаления и изменения её элементов. иногда попытки в интерактив со студентами с часто непонятной формулировкой вопроса/задачи;
2.1)нужно повторить эту задачу согласно своему варианту и сдать**
3)материал, данный на паре, является единственно верным. отступники, посмевшие, например, взять задачу напрямую с методички, рискуют получить доп. задание в качестве наказания.
4)всё, что сказал петрик, может оказаться ложью. например: дать задание сделать задачу, а потом даже не смотреть в её сторону, потому что её не надо делать; сказать, что те, кто посещает консультации** реже, чем раз в n недель будут считаться такими, кто делал задачи не сам и с них спрос будет больше - в итоге я работу этой системы как-то не заметил;
*-например: крайние сечения сгибающейся балки не могут быть опасным сечением вне зависимости от действующих в нём моментов, ведь это же конец как балка может сломаться на самом конце(спойлер: может);
**- сдача задач это отдельная тема. происходит она на ""консультации"" и сразу у нескольких групп(возможно даже у всех, у кого ведёт петрик). последние люди оттуда уходят часов в 6-7 вечера. ближе к концу семестра можно занять очередь на сдачу в 4 часа, а ближе к 7 узнать, что на сегодня приём окончен. я не знаю, как этот момент расписан в учебном плане, но явно не так.
итого: имеем предмет, имеющий какое-то отношение к ""сопромату здорового человека"", сдача которого необходима для получения допуска к, собственно, сопромату, но при этом этот предмет не позволяет получить все необходимые знания для сдачи практической части экзамена, и при этом еще и отнимающий значительную часть времени(вдвойне: собственно на себя, и на изучение студентом человеческой версии сопромата, если он хочет нормально написать экзамен) и нервов.",2019-03-22 22:23:59+02:00,-1
122,good kpi,третью беседку (которая сгорела) оживляют,2019-09-10 11:30:25+03:00,1
123,bad kpi,"#мми 4курс

за петрика не нужно тут, он сказал принести задачу на следующую пару, ты приносишь и сдаёшь за 45 секунд и принимал он на паре. за консультацию договаривался староста и выделялась на неё пара на которой только вы.

как мы делали, стояла в пятницу пара, в четверг с 14 до 20 делалась задача, всеми методами проверялась и сдавалась на отлично.

у него свои причуды, но мужик дико атмосферный, и хотелось к нему ходить. сдать на максимум всё было просто.",2019-03-22 22:33:39+02:00,0
124,good kpi,"хочу написати про найулюбленішого викладача за весь час в універі - баскову галину валентинівну. за той один семестр курсу інженерної графіки, що в нас був з'явилася прив' язаність до цієї прекрасної людини. і після його закінчення не покидало відчуття, що чогось на парах не вистачає. справжній майстер своєї справи, за до сорому скорочений курс інженерки навчила нашу группу стільки всього, що навіть під час виконання ргр в соліді на старших курсах ми згадуємо її настанови і ""коронні"" фрази 😂 дуже вдало і доброзичливо жартувала, завжди в гарному гуморі, не відмовлялася сидіти на консультаціях зі студентами до 7-8 годин вечора, коли бачила в останніх бажання до роботи. коли згадую минулі пари з нею, то на думку спадають тільки позитивні емоції і нестримне бажання знову окунутися в ту атмосферу креслення. кпі потробні такі викладачі як галина валентинівна. завдяки таким викладачам цей університет будуть любити, незважаючи на всі його недоліки.",2019-09-20 04:48:31+03:00,1
125,bad kpi,"#фивт 
первый вопрос, что вообще красят в 18м корпусе?? второй вопрос, почему это нельзя делать, когда нету пар в это время, или как то их перенести в другие аудитории, подальше от всего этого ремонта, или что там такое? ибо когда ты сидишь на вышмате и пишешь кр, то это ооочень не круто, когда у тебя уже начинает кружится голова и тебе уже откровенно херово...",2019-03-22 22:51:29+02:00,-1
126,good kpi,"#фп #бассейн
добрый день, вообще-то секция плавания, на мое мнение одно из самых лучших секций на кпи, с отличными условиями и замечательными тренерами. как раз сегодня хотел бы рассказать про одного из них, а именно про антонюка александр васильевича. один из тех тренеров, которые действительно классно учат. всегда указывает на твои ошибки, дает рекомендации, в общем по настоящему тебя тренерует, особенно если соблюдать дисциплину и пунктуальность.",2019-09-28 10:20:23+03:00,1
127,bad kpi,"#мми 4курс

и кстати когда приносили задачи заказанные, то там всегда бред был, типо изгибающий момент 3 миллиона и тд, понятное дело он и слушать вас не будет после первой строчки. а вы с видом самого умного, пытаетесь доказать что 60 гривен потратили не зря.

и таких отправляли постоянно на следующую неделю. просто приносишь вовремя своё и нет вообще никаких проблем.",2019-03-22 22:52:33+02:00,-1
128,good kpi,#фэл основы программирования,2019-10-01 11:48:28+03:00,0
129,bad kpi,"#мми 
другий курс, з петриком в.о. вже другий семестр. 
в цьому семестрі консультація в четвер на 5 парі, і вона одна для груп : мі-71, мв-71, міп-71, і ще дві групи з теплофака, і тільки 3 перші складають 60 людей, потім ще дві і вот 100 людей на консультації. навіть на початку семестру, на перших консультаціях люди повинні сидіти до 6 і просто чекати чергу. а в кінці семестру взагалі він йде в 7 годин і не приймає задачі в половини потоку. 
консультації ще пів біди, якби не його поверхневі знання: виникло питання в вірності розв'язання однієї задачі, петрик в.о. (доцент)  стверджує, що не небезпечна точка не може знаходитися на шарнірній опорі, при тому професор шукаєв с.м., який читає лекції стверджує, що таке може бути і це нормально. підручник писаренка підтверджує версію шукаєва. але здати задачу вихід один - робити як каже петрик - тобто неправильно. на практиках петрик в.о. , просто читає методу, конспект з практики в нас такий, ніби ми просто переписали методичку, навіть цифри однпкові. я зробив сам всі задачі, в 1 семестрі, і всі просто дивлячись в методу/підручник - петрик без толку, відповідь на 80% питань ""дивись конспект"". тому з впевненістю можу сказати, щ'о якби практик не було взагалі мої знання не змінилися б. така думка у всього потоку 2го курсу ммі, в якого він веде ммк.",2019-03-23 08:17:33+02:00,-1
130,good kpi,"дергачев евгений викторович
цивільне право/ захист прав споживачів/ і т.д.
фсп/фмм
отлично знает свой материал и умеет интересно его подать. часто ведет дискуссии на лекциях и знает ответ на все вопросы студентов.  практики проходят не менее увлекательно, иногда в игровой форме.",2019-10-06 08:25:43+03:00,1
131,bad kpi,"так если препод по практике несёт чушь, почему бы не пойти к лектору с этими претензиями и подтверждением? вот мол такая задача, которую петрик в.о. обозначил как правильную, противоречит вашим лекциям.",2019-03-23 08:44:06+02:00,0
132,good kpi,"сытников алексей владимирович. инженерно-химический факультет. кафедра автоматизации химических производств. преподаёт числовые методы и программирование. очень круто преподаёт :3
к тому же занимается средневековым боем. очень много рассказал полезной информации для первашей. таким преподавателем кпи должен гордиться.",2019-10-06 08:53:07+03:00,1
133,bad kpi,"петрик свою подпись ставит только на 1й странице, которая, обычно, полностью занята условием задачи. как доказать, что он проверял именно это, а не я подложил остальные листы к подписанному, лишь бы подставить препода?",2019-03-23 09:02:43+02:00,0
134,good kpi,"лазаренко ирина сергеевна, #фмм

очень позитивный человек, хоть по ней постоянно видно, что она измотана. (уже не очень) молодой, хороший преподаватель кафедры математического моделирования.
читает лекции, практики. материал на лекциях всегда даётся максимально упрощённо и понятно. если по ходу лекции у кого-то возникают вопросы, всегда остановится и разжуёт всё. на практиках аналогично. примеры даёт как сложные, так и не очень. если кому-то будет не понятно задание, дальше не пойдём, пока все вопросы не отпадут.
справедливо оценивает знания, за исключением тех моментов, когда вместо 3 нужно ставить 2. нет никаких абсурдных штрафных баллов за посещения или неправильные ответы.
проводит консультации, если у кого-то остаются вопросы.
ирина сергеевна прекрасно ладит со студентами, в меру шутит на парах, не против шуток студентов. от студентов плохих отзывов о ней не бывает. с ней можно связаться и вне пар, по телефону, по почте, в мессенджере - никогда не проблема.

рад, что на кафедре есть такой преподаватель.",2019-10-06 08:53:28+03:00,1
135,bad kpi,"в 5м корпусе опять работает лифт, це перемога)",2019-03-25 06:29:11+02:00,1
136,good kpi,"пбф, псон. 
можно было бы выделить кого-то одного из преподавателей, но довольно-таки сложно. ибо когда у тебя большую часть предметов начинают читать именно они, то (по крайней мере у меня так и случилось) пробуждается сильный интерес к специальности.
павловский алексей михайлович – электроника, микропроцессорная техника - показал и рассказал основы того как мы можем на практике применять те знания, что нам дали другие преподаватели. то, что мы изучаем частично из абстракции стало реальностью.
аврутов вадим викторович - основы теории чувствительных элементов, теоретическая механика - очень крутой преподаватель, что познакомил с основами основ изучаемых приборов, теперь эти знания мне пригождаются на практике.
буарау надежда ивановна, мураховский сергей анатольевич - теория автоматического управления - два неимоверно потрясных преподавателя, которые отлично знают свой предмет и так же отлично его преподают.
мироненко павел степанович - конструирование элементов приборов - замечательно знает свое дело и так же замечательно его преподает. хочешь узнать как тебе лучше оформить тот или иной механизм прибора - обращайся к нему.
цибульник сергей алексеевич - методы обработки информации - преподаватель который действительно научил (насколько это дошло в наши головы) нас думать, анализировать и доказывать свои результаты работы.
лакоза сергей леонидович - cad системы, основы теории вычислительной техники - очень крутой преподаватель, знает очень хорошо и очень углубленно свои направления работы, умеет их донести.
сапегин александр николаевич - основы теории чувствительных элементов, мемс приборы и системы - хорошо знает свой предмет, отлично может донести его до студента. 
к каждому преподавателю можно подойти с интересующим тебя вопросом в направлении работы преподавателя и получить хорошую консультацию.",2019-10-06 09:19:51+03:00,1
137,bad kpi,"#фмм 

многие студенты пишут и жалуются на админку, преподов и деканат. с одной стороны это хорошо, критика как ни как. показывають слабые стороны кпи, но... сейчас первая пара , 8:35 , в этот момент 20 студентов из 4х групп (в группе +/- 25 чел. яввка на паре 20%) . + впереди аттестация, сколько студентов будет жаловаться что преподаватель не объективно оценивается студентов, не ставит атестацию и прочее!? уважаемые студенты, ходите на пары и не жалуетесь зря на хороших преподавателей из за того что они не хотят идти вам на встречу",2019-03-25 07:14:44+02:00,-1
138,good kpi,"поводзинський вадим миколайович

фбт (процеси і апарати біотехнологічних виробництв)

досконало розуміється в усіх нюансах проектування та забезпечення хімічних/біотехнологічних виробництв, завжди володіє найновішою інформацією, оригінально вкладає матеріал в голови студентів на довгі роки.",2019-10-06 09:33:39+03:00,1
139,bad kpi,"уж простите что влажу в ваше обсирание хороших и плохих преподов, но позвольте заметить, что универ не только даёт научные знания, а в чем-то ещё учит жизни. и поверьте- умение договориться с неадекватным преподом или дать ему правильно на лапу, скорее всего для вас будет намного ценнее, чем знания по доброй половине предметов.",2019-03-25 07:15:02+02:00,0
140,good kpi,"@kpilive попов константин леонидович фсп преподаёт криминальное право
адвокат и просто очень хороший препод
не позволяет себе предвзятости и разбирает любые вещи до мелочей, что помогает понять как работает та или иная норма
один из преподов на моем факультете, которого ты не боишься а уважаешь ввиду его супер компетентности",2019-10-06 09:47:03+03:00,1
141,bad kpi,"не знаю, что насчет ""дать на лапу"", но договориться и как вести разговор с некоторыми сложными (или опознавать типаж таких людей в будущей жизни), так сказать людьми, это реально ценный жизненный урок, на мой взгляд. но тут вопрос другой, стоит ли потраченные нервы (гордость, самолюбие, etc.) или же полученные комплексы  на такой ""безценный опыт""? ведь люди разные, кто-то спокойно это воспринимает и извлекает опыт, а кто-то реально страдает от чсв(юмора, оскорблений, etc.) преподавателя.",2019-03-25 07:49:21+02:00,0
142,good kpi,"прямицин вячеслав юрьевич фсп преподаёт теорию государства и права 
лучшая находка для первокусов, может объяснить сложные вещи простыми словами, один из самых современных преподов на факультете, плюс с помощью интересных заданий на практиках и факультативам даёт возможность развиваться вместо тупой зубрежки",2019-10-06 10:17:41+03:00,1
143,bad kpi,"самое низкое и мерзкое, чему может научить институт — это принимать коррупцию за должное и поддерживать взяточничество. все вот такие объяснения не оправдывают поступки некоторых преподов и студентов — лишь попытка оправдать собственную жалкость и продажность.

лучше бы учили как коммуналку оплачивать и как избежать развода в интернете. да и вообще, учили тому, на что рассчитан весь универ.",2019-03-25 07:50:00+02:00,-1
144,good kpi,"#фбмі #фбми випускник бакалавр , 122 спеціальність ""комп'ютерні науки"" кафедра бмк :

загальний досвід навчання на 6/10. багато чого не дуже добре, але є кілька реально крутих викладачів, які витягують цей рейтинг. про них хочу згадати нижче, бо вони дійсно роблять свою роботу як треба:

1) попов антон олександрович, фел
викладав ""теорія біомедичних сигналів""
якість викладання 5/5
заохочує до вивчення, має почуття гумору, відвідує міжнародні конференції за науковим напрямком, розповідає про реальні випадки застосування, збирає фідбек після курсу — справжній вчений та педагог, що надихає займатися наукою далі.

2) шумська алла антонівна, фті
викладала ""основи дискретної математики""
якість викладання 5/5
настільки круто пояснює, що у мене виникало бажання одразу після пари повністю розібрати конспект та перечитати всю теорію за підручником, щоб на всі 100% зрозуміти матеріал. має хороше почуття гумору та прекрасне розуміння матеріалу, що викладає. не терпить списувань (дуже важливо як для європейського університету, яким ми намагаємось бути).

3) настенко євген арнольдович, фбмі, завідувач кафедри біомедичної кібернетики
викладав ""інтелектуальний аналіз даних""
якість викладання 5/5
розповідає по суті, згадує реальні приклади застосування, має хороше почуття гумору. продвигає наукові проекти на кафедрі та співпрацю з вченими з медичних областей, дає поради про написання наукових статтей та розповідає зацікавленим студентам про можливості академічної мобільності. завдяки ньому, на кафедрі зберігається життя.

4) файнзільберг леонід соломонович, фбмі
викладав ""теорію прийняття рішень"", ""основи штучного інтелекту""
якість викладання 5/5
ідеально розбирає весь матеріал, що читає на парах: починає з простого, пояснюючи кожний момент та поетапно ускладнює, при цьому активно заохочує студентів ставити питання, чому та як щось працює. пропонує наукову роботу, добре знає реальні випадки застосування своїх дисциплін. також має прекрасне почуття гумору та оцінює справжнє розуміння студентом матеріалу. розробив власний проект з електрокардіографії ""фазаграф"".

5) кисляк сергій володимирович, фбмі
викладав ""біоінформатику"", ""основи молекулярної біології""
якість викладання 4/5
адаптував міжнародні курси передових університетів зі своєї дисципліни для наших студентів. активно розповідає про актуальні області науки, приклади задач та подальшого вивчення. дуже підтримує та надихає продовжувати навчання. хороша людина.

з мінусів — трохи хворобливо сприймає гумор студентів протягом занять, місцями трохи розмиті вимоги до вивчення.

6) сердаковський віталій сергійович
викладав ""системи баз даних"", ""кросплатформенне програмування""
якість викладання 4/5
дуже хороший курс (і лекції, і практики) по бд з прикладами з реального життя. має хороше почуття гумору. після цього курсу реально виникає базове розуміння суті реляційних баз даних. 
на жаль, курс кросплатформенного програмування не такий якісний та має слабкий звязок з практиками, тому й загалом рейтинг 4/5.

7) також окрема подякам всім молодим спеціалістам кафедри, які добре виконують свою роботу, дають студентам поради в навчанні та об'єктивно оцінюють їх роботу. а саме:
— носовець олена костянтинівна (інтелектуальний аналіз даних, обробка та аналіз біомедичних даних)
— якимчук вікторія сергіївна (теорія прийняття рішень, основи штучного інтелекту)
— гаупт олександр федорович (операційні системи)

я дуже радий, що такі люди є і пригадую їх, коли згадую про своє навчання в кпі",2019-10-06 10:18:04+03:00,1
